"","ID","year","Midterm","AreaAll","R_seats","D_seats","Other_seats","total_votes","R_votes","D_votes","Other_votes","winning_vote_margin","winner_party","R_totalvote_pct","D_totalvote_pct","Other_totalvote_pct","R_majorvote_pct","D_majorvote_pct","R_majorvote_pct_lag","D_majorvote_pct_lag","president_party","Pres_D","Pres_R","H_incumbent_party_winner","H_incumbent_party_majorvote_pct","H_incumbent_party","H_inc_D","H_inc_R","US_Unemployment.Rate","US_CPI","GDP_Growth_Pct","...1","STATENAME","DISTRICT","avg_rating","Close_E_D","LLS_R","LLS_D","St_AVG_R","cvap","RepVotes","DemVotes","RepVotesMajorPercent","DemVotesMajorPercent","Incumbent_R","Incumbent_D","Open_seat","voterTR","D_2012","D_2014","D_2016","D_2018","D_2020","MidtermE_D","PresE_D","st_cd_fips","est_cost_sum"
"148",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,116,"Arkansas",2,4.2,0,0,1,0.2,563787,123073,103477,54.32,45.68,0,0,1,0.401836154,0,1,0,0,0,1,0,502,2332940
"149",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,117,"Arkansas",4,5.25,0,1,0,1.25,535460,110789,87742,55.8,44.2,0,0,1,0.370767191,0,1,0,0,0,1,0,504,1711100
"150",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,118,"California",3,1.6,1,0,0,2.4,497300,71036,79224,47.28,52.72,0,1,0,0.302151619,0,1,0,0,0,1,0,603,101180
"151",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,119,"California",7,4.2,0,0,1,0.2,526910,91066,92521,49.6,50.4,0,1,0,0.348421932,0,1,0,0,0,1,0,607,7206780
"152",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,120,"California",9,1.2,1,0,0,2.8,472835,57729,63475,47.63,52.37,0,1,0,0.256334662,0,1,0,0,0,1,0,609,59660
"153",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,121,"California",21,5.45,0,1,0,1.45,350034,45907,33470,57.83,42.17,1,0,0,0.2267694,0,1,0,0,0,1,0,621,2616070
"154",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,122,"California",24,1.95,1,0,0,2.05,505763,95566,103228,48.07,51.93,0,1,0,0.393057618,0,1,0,0,0,1,0,624,325520
"155",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,123,"California",26,3.5,0,0,1,0.5,468926,82653,87176,48.67,51.33,0,1,0,0.362165885,0,1,0,0,0,1,0,626,3102370
"156",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,124,"California",31,2.9,1,0,0,1.1,471085,48162,51622,48.27,51.73,0,0,1,0.2118174,0,1,0,0,0,1,0,NA,NA
"157",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,125,"California",36,2.6,1,0,0,1.4,488389,61457,72682,45.82,54.18,0,1,0,0.274656063,0,1,0,0,0,1,0,636,2278580
"158",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,126,"California",52,3.8,0,0,1,0.2,547077,92746,98826,48.41,51.59,0,1,0,0.350173742,0,1,0,0,0,1,0,652,13563380
"159",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,127,"Colorado",6,4.4,0,0,1,0.4,538733,143467,118847,54.69,45.31,1,0,0,0.4869091,0,1,0,0,0,1,0,806,10461160
"160",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,128,"Connecticut",5,1.8,1,0,0,2.2,515878,97767,113564,46.26,53.74,0,1,0,0.409653058,0,1,0,0,0,1,0,905,3603740
"161",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,129,"Florida",2,3.8,0,0,1,0.2,559346,123262,126096,49.43,50.57,1,0,0,0.445802777,0,1,0,0,0,1,0,1202,7295690.9
"162",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,130,"Florida",18,2.2,1,0,0,1.8,570702,101896,151478,40.22,59.78,0,1,0,0.443969007,0,1,0,0,0,1,0,1218,4132655
"163",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,131,"Florida",26,4.2,0,0,1,0.2,467186,83031,78306,51.46,48.54,0,1,0,0.345337831,0,1,0,0,0,1,0,1226,7285270
"164",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,132,"Georgia",12,3.5,0,0,1,0.5,531858,91336,75478,54.75,45.25,0,1,0,0.313643867,0,1,0,0,0,1,0,1312,11325870
"165",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,133,"Hawaii",1,3.1,0,0,1,0.9,507266,86454,93390,48.07,51.93,0,0,1,0.354535885,0,1,0,0,0,1,0,1501,2877790
"166",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,134,"Illinois",8,1.2,1,0,0,2.8,448181,66878,84178,44.27,55.73,0,1,0,0.3370424,0,1,0,0,0,1,0,1708,116100
"167",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,135,"Illinois",10,4.2,0,0,1,0.2,462773,95992,91136,51.3,48.7,0,1,0,0.404362398,0,1,0,0,0,1,0,1710,14711950
"168",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,136,"Illinois",11,2,1,0,0,2,467647,81335,93436,46.54,53.46,0,1,0,0.373724198,0,1,0,0,0,1,0,1711,179400
"169",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,137,"Illinois",12,4.2,0,0,1,0.2,533604,110038,87860,55.6,44.4,0,1,0,0.370870533,0,1,0,0,0,1,0,1712,9653240
"170",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,138,"Illinois",13,6,0,1,0,2,540956,123337,86935,58.66,41.34,1,0,0,0.388704442,0,1,0,0,0,1,0,1713,1531936.7
"171",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,139,"Illinois",17,2.55,1,0,0,1.45,514978,88785,110560,44.54,55.46,0,1,0,0.387094206,0,1,0,0,0,1,0,1717,2630000
"172",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,140,"Indiana",2,6.6,0,1,0,2.6,521068,85583,55590,60.62,39.38,1,0,0,0.27093009,0,1,0,0,0,1,0,1802,763770
"173",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,141,"Iowa",1,3.8,0,0,1,0.2,579428,147762,141145,51.15,48.85,0,0,1,0.498607247,0,1,0,0,0,1,0,1901,898060
"174",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,142,"Iowa",2,2.9,1,0,0,1.1,580155,129455,143431,47.44,52.56,0,1,0,0.470367402,0,1,0,0,0,1,0,1902,2697560
"175",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,143,"Iowa",3,4.2,0,0,1,0.2,589474,148814,119109,55.54,44.46,0,0,1,0.454511989,0,1,0,0,0,1,0,1903,5166300
"176",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,144,"Iowa",4,6.6,0,1,0,2.6,563609,169834,105504,61.68,38.32,1,0,0,0.48852662,0,1,0,0,0,1,0,1904,1507837.4
"177",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,145,"Kansas",2,6.2,0,1,0,2.2,537829,128742,87153,59.63,40.37,1,0,0,0.40141941,0,1,0,0,0,1,0,2002,515960
"178",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,146,"Kansas",3,6.4,0,1,0,2.4,523041,134493,89584,60.02,39.98,1,0,0,0.428411922,0,1,0,0,0,1,0,2003,909550
"179",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,147,"Maine",2,3.1,0,0,1,0.9,520828,133308,118556,52.93,47.07,0,0,1,0.483583832,0,1,0,0,0,1,0,2302,2222290
"180",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,148,"Maryland",6,1.6,1,0,0,2.4,521983,91930,94704,49.26,50.74,0,1,0,0.357548043,0,1,0,0,0,1,0,2406,457030
"181",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,149,"Massachusetts",6,3.4,0,0,1,0.6,567997,111989,149638,42.8,57.2,0,0,1,0.460613348,0,1,0,0,0,1,0,2506,2875920
"182",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,150,"Massachusetts",9,2.15,1,0,0,1.85,570585,114971,140413,45.02,54.98,0,1,0,0.447582744,0,1,0,0,0,1,0,2509,160310
"183",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,151,"Michigan",1,5.65,0,1,0,1.65,562349,130414,113263,53.52,46.48,1,0,0,0.433319878,0,1,0,0,0,1,0,NA,NA
"184",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,152,"Michigan",4,6.8,0,1,0,2.8,549247,123962,85777,59.1,40.9,0,0,1,0.381866446,0,1,0,0,0,1,0,2604,376740
"185",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,153,"Michigan",6,6.6,0,1,0,2.6,536350,116801,84391,58.05,41.95,1,0,0,0.375113266,0,1,0,0,0,1,0,2606,2123140
"186",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,154,"Michigan",7,6.4,0,1,0,2.4,542743,119564,92083,56.49,43.51,1,0,0,0.389958046,0,1,0,0,0,1,0,2607,959840
"187",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,155,"Michigan",8,6.4,0,1,0,2.4,547280,132739,102269,56.48,43.52,0,0,1,0.429410905,0,1,0,0,0,1,0,2608,159280
"188",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,156,"Michigan",11,6.6,0,1,0,2.6,527362,140435,101681,58,42,0,0,1,0.459107786,0,1,0,0,0,1,0,2611,1504020
"189",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,157,"Minnesota",1,1.2,1,0,0,2.8,494576,103536,122851,45.73,54.27,0,1,0,0.457739559,0,1,0,0,0,1,0,NA,NA
"190",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,158,"Minnesota",7,3.1,0,0,1,0.9,496634,109955,130546,45.72,54.28,0,1,0,0.484262052,0,1,0,0,0,1,0,2707,3756910
"191",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,159,"Minnesota",8,4.2,0,0,1,0.2,519505,125358,129090,49.27,50.73,0,1,0,0.489789319,0,1,0,0,0,1,0,2708,9712810
"192",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,160,"Montana",0,6.4,0,1,0,2.4,804263,203871,148690,57.83,42.17,0,0,1,0.438365311,0,1,0,0,0,1,0,3001,7059080
"193",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,161,"Nebraska",2,3.8,0,0,1,0.2,454282,78157,83872,48.24,51.76,1,0,0,0.356670526,0,1,0,0,0,1,0,3102,3205729.8
"194",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,162,"Nevada",3,6.6,0,1,0,2.6,563428,88528,52644,62.71,37.29,1,0,0,0.250559078,0,1,0,0,0,1,0,3203,2987440.4
"195",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,163,"Nevada",4,2.95,1,0,0,1.05,493015,63466,59844,51.47,48.53,0,1,0,0.250114094,0,1,0,0,0,1,0,3204,3271400
"196",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,164,"New Hampshire",1,4.2,0,0,1,0.2,NA,125508,116769,51.8,48.2,0,1,0,NA,0,1,0,0,0,1,0,3301,6031325.1
"197",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,165,"New Hampshire",2,3.1,0,0,1,0.9,NA,106871,130700,44.98,55.02,0,1,0,NA,0,1,0,0,0,1,0,3302,3932261.2
"198",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,166,"New Jersey",3,5.1,0,1,0,1.1,NA,100471,82537,54.9,45.1,0,0,1,NA,0,1,0,0,0,1,0,3403,2157650
"199",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,167,"New Jersey",5,6.6,0,1,0,2.6,NA,104678,81808,56.13,43.87,1,0,0,NA,0,1,0,0,0,1,0,3405,137210
"200",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,168,"New York",1,4.2,0,0,1,0.2,NA,94035,78722,54.43,45.57,0,1,0,NA,0,1,0,0,0,1,0,3601,892730
"201",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,169,"New York",4,1.6,1,0,0,2.4,NA,80127,89793,47.16,52.84,0,0,1,NA,0,1,0,0,0,1,0,3604,344560
"202",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,170,"New York",11,4.6,0,0,1,0.6,NA,58886,45244,56.55,43.45,1,0,0,NA,0,1,0,0,0,1,0,3611,2484390
"203",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,171,"New York",18,3.4,0,0,1,0.6,NA,85660,88993,49.05,50.95,0,1,0,NA,0,1,0,0,0,1,0,3618,2945770
"204",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,172,"New York",19,6.2,0,1,0,2.2,NA,131594,72470,64.49,35.51,1,0,0,NA,0,1,0,0,0,1,0,3619,2963050
"205",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,173,"New York",21,6,0,1,0,2,NA,96226,59063,61.97,38.03,0,0,1,NA,0,1,0,0,0,1,0,3621,1920520
"206",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,174,"New York",23,6.4,0,1,0,2.4,NA,113130,70242,61.69,38.31,1,0,0,NA,0,1,0,0,0,1,0,3623,1887380
"207",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,175,"New York",24,3.8,0,0,1,0.2,NA,118474,80304,59.6,40.4,0,1,0,NA,0,1,0,0,0,1,0,3624,4232930
"208",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,176,"North Carolina",7,6.8,0,1,0,2.8,NA,134431,84054,61.53,38.47,0,0,1,NA,0,1,0,0,0,1,0,NA,NA
"209",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,177,"North Dakota",0,6.4,0,1,0,2.4,NA,138100,95678,59.07,40.93,1,0,0,NA,0,1,0,0,0,1,0,3801,539194.6
"210",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,178,"Ohio",6,6.8,0,1,0,2.8,550236,111026,73561,60.15,39.85,1,0,0,0.335468781,0,1,0,0,0,1,0,3906,468150
"211",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,179,"Ohio",14,6.8,0,1,0,2.8,550315,135736,70856,65.7,34.3,1,0,0,0.375406812,0,1,0,0,0,1,0,3914,338840
"212",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,180,"Pennsylvania",6,6.45,0,1,0,2.45,516389,119643,92901,56.29,43.71,0,0,1,0.411596684,0,1,0,0,0,1,0,4206,989280
"213",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,181,"Texas",23,2.9,1,0,0,1.1,474242,57459,55037,51.08,48.92,0,1,0,0.237212225,0,1,0,0,0,1,0,4823,10657173.2
"214",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,182,"Utah",4,6.4,0,1,0,2.4,495024,74936,67425,52.64,47.36,0,0,1,0.287584036,0,1,0,0,0,1,0,4904,749860
"215",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,183,"Virginia",10,4.9,0,0,1,0.9,538859,125914,89957,58.33,41.67,0,0,1,0.40060758,0,1,0,0,0,1,0,5110,5317310
"216",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,184,"Washington",1,1.4,1,0,0,2.6,506579,101428,124151,44.96,55.04,0,1,0,0.445298759,0,1,0,0,0,1,0,5301,1124900
"217",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,185,"West Virginia",2,4.4,0,0,1,0.4,NA,72619,67687,51.76,48.24,0,0,1,NA,0,1,0,0,0,1,0,5402,1256470
"218",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,186,"West Virginia",3,4.2,0,0,1,0.2,NA,77713,62688,55.35,44.65,0,1,0,NA,0,1,0,0,0,1,0,5403,4972694.7
"219",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,187,"Wisconsin",6,6.4,0,1,0,2.4,548845,169767,122212,58.14,41.86,0,0,1,0.531988084,0,1,0,0,0,1,0,5506,215500
"220",34,2014,1,"United State",247,188,0,77889271,40029863,35628989,2230419,4400874,"R",51.39,45.74,2.86,52.91,47.09,49.39,50.61,"D",1,0,FALSE,47.09,"D",1,0,18.475,236.72,2.526,188,"Wisconsin",7,6.8,0,1,0,2.8,547760,169891,112949,60.07,39.93,1,0,0,0.516357529,0,1,0,0,0,1,0,NA,NA
"221",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,189,"Alaska",0,5.8,0,1,0,1.8,530385,155088,111019,58.28,41.72,1,0,0,0.501724219,0,0,1,0,0,0,1,201,668330
"222",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,190,"Arizona",1,3.1,0,0,1,0.9,549353,121745,142219,46.12,53.88,0,0,1,0.480499788,0,0,1,0,0,0,1,401,3607340
"223",35,2016,0,"United State",241,194,0,128377310,62977862,61730626,3668822,1247236,"R",49.06,48.09,2.86,50.5,49.5,52.91,47.09,"R",0,1,TRUE,50.5,"R",0,1,14.625,239.99,1.7114,191,"Arizona",2,6,0,1,0,2,539385,179806,135873,56.96,43.04,1,0,0,0.585257284,0,0,1,0,0,0,1,402,2461500
